url,signals,explanation_en,refined_explanation
https://www.socialpolicy.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL exhibits characteristics associated with phishing activity. Specifically, it employs repeated character sequences suggestive of lexical obfuscation and utilizes a top-level domain commonly targeted in phishing campaigns. These patterns warrant further investigation."
https://www.aoh61.com,shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and shows semantic inconsistency between the URL structure and webpage content. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL exhibits characteristics suggesting potential deception. Specifically, it displays repeated character sequences and demonstrates semantic inconsistency between the URL structure and the webpage content. These observations warrant further investigation."
https://www.bulgariaski.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits patterns of lexical obfuscation – repeated character sequences – which may be used to conceal the destination. These techniques are often associated with attempts to disguise network traffic.
https://www.brightika.com,shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and shows semantic inconsistency between the URL structure and webpage content. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits lexical obfuscation through repeated character sequences and demonstrates semantic inconsistency between its structure and content. These observations warrant further investigation to assess potential redirection risks.
https://www.motley.ie,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing activity. These observed characteristics warrant further investigation due to potential attempts to conceal the URL’s destination.
https://www.funzine.hu,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",Analysis indicates the URL exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing activity. These observed characteristics warrant further investigation regarding potential redirection or deceptive content.
https://www.dixxon.com,shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and shows semantic inconsistency between the URL structure and webpage content. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits characteristics associated with lexical obfuscation – repeated character sequences – alongside semantic inconsistencies between the URL and its content. These indicators suggest a deliberate attempt to obscure the underlying destination.
https://www.ooty.ind.in,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing campaigns. These observed characteristics suggest a potential risk associated with the URL’s structure and domain reputation.
https://www.cryptocompare.com,shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and shows semantic inconsistency between the URL structure and webpage content. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits characteristics suggesting potential deception. Observed patterns include repeated character sequences and semantic inconsistencies between the URL structure and webpage content. These indicators warrant further investigation regarding possible URL obfuscation.
https://www.diariodealmeria.es,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",Analysis reveals the URL exhibits lexical obfuscation through repeated character sequences and employs a top-level domain commonly associated with phishing activities. These characteristics suggest a potential attempt to disguise the destination.
https://www.town.minamichita.lg.jp,uses an unusually long and potentially deceptive domain name | contains excessive nested subdomains frequently used to disguise malicious destinations | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, contains excessive nested subdomains frequently used to disguise malicious destinations, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. The combination of these indicators strongly resembles known phishing, credential harvesting, malware delivery, or malicious redirection infrastructure.","The URL exhibits several indicators of risk. It incorporates a lengthy domain name with excessive nested subdomains and lexical obfuscation. The domain’s top-level domain is associated with phishing campaigns, and the URL structure lacks semantic consistency with the webpage content."
https://www.bwresearch.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits patterns of lexical obfuscation – repeated character sequences – which may be used to conceal the destination. These patterns warrant further investigation as they suggest an attempt to obscure the URL’s true target.
https://www.musicvideoproduction.guru,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL exhibits characteristics associated with deceptive websites. It incorporates a lengthy domain name and utilizes repeated character sequences, a technique often employed to obscure the intended destination. The domain’s top-level domain is also commonly associated with phishing activities."
https://www.landed.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits lexical obfuscation through repeated character sequences. This technique is often employed to conceal the destination of a website. Further investigation is recommended to assess associated risks.
https://www.bikeseoul.com,shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and shows semantic inconsistency between the URL structure and webpage content. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL exhibits characteristics suggesting potential deception. Specifically, it demonstrates repeated character sequences and semantic inconsistencies within its structure and content. These observations warrant further investigation due to indicators of lexical obfuscation."
https://www.ibeani.co.uk,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits lexical obfuscation through repeated character sequences and a top-level domain commonly associated with phishing. Furthermore, there’s a semantic mismatch between the URL’s structure and the displayed webpage content. These indicators warrant further investigation."
https://www.metroretrovintage.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, and shows semantic inconsistency between the URL structure and webpage content. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","The URL exhibits characteristics warranting further review. It incorporates a lengthy domain name and utilizes repeated character sequences, potentially obscuring the intended destination. Furthermore, there’s a semantic mismatch between the URL’s structure and the webpage content."
https://www.vysor.io,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing activity. These observed characteristics warrant further investigation due to potential attempts to conceal the URL’s destination.
https://www.salutlive.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits lexical obfuscation through repeated character sequences. This technique is often used to conceal the destination of a website. Further investigation is recommended to assess associated risks.
https://www.recettessimples.fr,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing activity. These observed characteristics warrant further investigation due to potential attempts to conceal the URL’s destination.
https://www.ainewsletter.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits patterns of lexical obfuscation – repeated character sequences – which may be used to conceal the destination. These patterns warrant further investigation as they suggest an attempt to obscure the URL’s true target.
https://www.marrugeku.com.au,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits lexical obfuscation through repeated character sequences and a low-trust top-level domain commonly utilized in phishing activities. Furthermore, there’s a semantic mismatch between the URL’s structure and the displayed webpage content."
https://www.sweatdrop.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,"Analysis reveals the URL utilizes repeated character sequences, a technique known as lexical obfuscation. This pattern suggests an attempt to conceal the destination. Further investigation is recommended to assess potential risks."
https://www.senacases.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits lexical obfuscation through repeated character sequences. This technique is often used to conceal the destination of a website. Further investigation is recommended to assess potential risks.
https://www.vespatales.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,"Analysis indicates the URL, vespatales.com, exhibits patterns of lexical obfuscation – specifically, repeated character sequences. This behavior may be used to conceal the underlying destination of the URL. Further investigation is recommended."
https://www.klerk.ru,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits lexical obfuscation through repeated character sequences and a top-level domain commonly associated with phishing activity. Furthermore, there’s a disconnect between the URL’s structure and the webpage’s content. These indicators suggest a risk of deceptive web infrastructure."
https://www.karenmillen.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,"Analysis reveals the URL exhibits repeated character sequences, a technique known as lexical obfuscation. This pattern may be used to conceal the destination of the URL. Further investigation is recommended."
https://www.mlpack.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits characteristics associated with lexical obfuscation – repeated character sequences – and originates from a top-level domain commonly utilized in phishing activities. These observed signals warrant further investigation regarding potential redirection or deceptive content.
https://www.schmitzfotografia.com.br,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits characteristics suggesting potential risk. Specifically, it incorporates a lengthy domain name with repeated character sequences and a top-level domain commonly associated with phishing. Furthermore, there’s a disconnect between the URL’s structure and the webpage content."
https://www.lanereport.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,"Analysis reveals the URL exhibits repeated character sequences, a technique known as lexical obfuscation. This pattern suggests an attempt to conceal the destination of the URL. Further investigation is recommended."
https://www.spg.pt,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL `https://www.spg.pt` exhibits characteristics associated with deceptive web infrastructure. Observed signals include repeated character sequences, a low-trust top-level domain history, and semantic inconsistencies between the URL and webpage content. These indicators warrant further investigation."
https://www.coraevans.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits patterns of lexical obfuscation – repeated character sequences – which may be used to conceal the destination. These patterns warrant further investigation as they suggest an attempt to obscure the URL’s true purpose.
https://www.torahmates.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits characteristics associated with deceptive web infrastructure. Specifically, it employs repeated character sequences and utilizes a top-level domain often linked to phishing campaigns. Furthermore, there’s a disconnect between the URL’s structure and the webpage content."
https://www.larepublica.co,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits characteristics suggesting risk. It contains repeated character sequences, employs a top-level domain often utilized in phishing, and demonstrates semantic inconsistencies between the URL and its content. These observations align with patterns associated with deceptive web infrastructure."
https://www.pimpim.lt,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows repeated lexical patterns resembling typosquatting or algorithmic domain generation,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows repeated lexical patterns resembling typosquatting or algorithmic domain generation. These characteristics are frequently associated with deceptive or malicious web infrastructure.","Analysis indicates the URL exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing activity. Furthermore, observed patterns resemble typosquatting and algorithmic domain generation techniques. These indicators suggest a risk of deceptive web infrastructure."
https://www.radware.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,"Analysis indicates the URL exhibits repeated character sequences, a technique known as lexical obfuscation. This pattern may be used to conceal the destination of the URL. Further investigation is recommended."
https://www.classfmonline.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits lexical obfuscation through repeated character sequences. This technique is often employed to conceal the underlying destination of a website. Further investigation is recommended.
https://www.cornerstoneinsurance.ca,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits characteristics associated with deceptive web infrastructure. Specifically, it incorporates a lengthy domain name, utilizes lexical obfuscation through repeated character sequences, employs a low-trust top-level domain, and demonstrates semantic inconsistency with the webpage content."
https://www.varzesh3.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,"Analysis reveals the URL exhibits repeated character sequences, a technique known as lexical obfuscation. This pattern may be used to conceal the destination of the URL. Further investigation is recommended."
https://www.medicalplasticsnews.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","Analysis indicates the URL exhibits characteristics associated with lexical obfuscation, specifically through a lengthy domain name and repeated character sequences. These patterns may be employed to conceal the intended destination of the resource."
https://www.gitguardian.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,"Analysis reveals the URL utilizes repeated character sequences, a technique known as lexical obfuscation. This pattern suggests an attempt to conceal the underlying destination. Further investigation is recommended to assess associated risks."
https://www.crowncenter.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits patterns of lexical obfuscation – repeated character sequences. This behavior may be used to conceal the destination. Further investigation is recommended to assess associated risks.
https://www.dancetheyard.org,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",Analysis reveals the URL exhibits lexical obfuscation through repeated character sequences and employs a top-level domain commonly associated with phishing activity. These characteristics suggest an attempt to conceal the URL’s destination.
https://www.olly.com,shows repeated character sequences indicative of lexical obfuscation,This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.,Analysis indicates the URL exhibits patterns of lexical obfuscation – repeated character sequences – which may be used to conceal the destination. These techniques are often associated with attempts to disguise potentially unwanted network traffic.
https://www.naturalearthdata.com,uses an unusually long and potentially deceptive domain name | shows repeated character sequences indicative of lexical obfuscation,"This URL is classified as malicious because it uses an unusually long and potentially deceptive domain name, and shows repeated character sequences indicative of lexical obfuscation. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.","Analysis indicates the URL employs a lengthy domain name with repeated character sequences, a technique potentially used to obscure the destination. These characteristics warrant further investigation as they align with observed indicators of URL manipulation."
https://www.frdc.com.au,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits lexical obfuscation through repeated character sequences and a low-trust top-level domain commonly utilized in phishing activities. Furthermore, there’s a disconnect between the URL’s structure and the webpage’s content. These observations warrant further investigation."
https://www.lukul.sk,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, and uses a low-trust top-level domain frequently abused in phishing campaigns. Some of these indicators may suggest attempts to hide or obfuscate the true destination of the URL.",The URL exhibits lexical obfuscation through repeated character sequences and utilizes a top-level domain commonly associated with phishing campaigns. These observed characteristics suggest a potential risk associated with the URL’s structure and domain reputation.
https://www.cityparkapp.pl,shows repeated character sequences indicative of lexical obfuscation | uses a low-trust top-level domain frequently abused in phishing campaigns | shows semantic inconsistency between the URL structure and webpage content,"This URL is classified as malicious because it shows repeated character sequences indicative of lexical obfuscation, uses a low-trust top-level domain frequently abused in phishing campaigns, and shows semantic inconsistency between the URL structure and webpage content. These characteristics are frequently associated with deceptive or malicious web infrastructure.","The URL exhibits characteristics suggesting a risk. Specifically, it contains repeated character sequences and employs a top-level domain commonly associated with phishing activity. Furthermore, there’s a discrepancy between the URL’s structure and the webpage’s content."
